EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
505502,HYDE CO.,PONZER,04/07/2014,1500,Tornado, ,EF1,0,0,50000,0,NC,EST-5, ,83749,C,95,MHX,0,0,NWS Storm Survey, ,1.32,200,2,W,1,WNW,PONZER,04/07/2014,1502,35.6,-76.54,35.61,-76.52,"The second tornado produced from the same super-cell thunderstorm touched down near Ponzer. The tornado was rated as an EF1 with winds estimated at 105 mph. A home near Ponzer was pushed off its foundation but remained intact. Several trees were snapped or blow down. The tornado then tracked about a mile through rural areas before dissipating.","A warm front lifted north through eastern North Carolina during the afternoon of April 7th 2014. In the wake of the front warm and unstable air spread north across the area. A small cluster of thunderstorms developed over eastern Beaufort County with one storm becoming severe and eventually producing a series of tornadoes. An EF2 tornado impacted parts of Beaufort County with an E1 over mainland Hyde County. There were no fatalities and 5 injuries associated with the tornadoes.",11
512936,HALIFAX CO.,ESSEX,04/24/2014,1459,Tornado, ,EF1,0,0,35000,0,NC,EST-5, ,84916,C,83,RAH,0,0,NWS Storm Survey, ,1.86,75,3,S,3,SSE,HOLLISTER,04/24/2014,1504,36.2015,-77.9465,36.2148,-77.9174,"Approximately 20 pines were snapped halfway up near NC Highway 43 where the tornado first touched down. At this point the tornado crossed through a heavily wooded area before crossing Ita road. In the vicinity of Ita road near Silvertown Road, there was significant damage to the roof of 2 mobile homes. A total of 8 mobile homes were damaged. In addition, 2 carports were destroyed and a steel rod driven through the wall of the most damaged mobile home. Two other houses sustained minor damage. Numerous trees were blown down along the path. The tornado continued for another 1/4 mile into a wooded area before lifting.","Airmass became increasingly unstable as a warm front retreated northward during the morning hours, in advance of a compact but potent shortwave trough and associated surface cold front into the area from the west. Early in the event, discrete cells produced a weak EF-1 tornado touchdown in Halifax County along with severe hail ranging from quarter to golf ball size. As the storms progressed eastward into the coastal plain, they consolidated into a line and produced scattered wind damage before exiting the forecast area.",12
505507,GREENE CO.,SHINES XRDS,04/25/2014,1538,Tornado, ,EF0,0,0,95000,0,NC,EST-5, ,83752,C,79,MHX,0,0,NWS Storm Survey, ,0.27,50,4,NNE,4,NNE,SHINES XRDS,04/25/2014,1539,35.479,-77.782,35.482,-77.779,"A brief tornado touched down approximately 3 miles north of Shine near the intersection of Shine Road and Kearney Cemetery Road. The tornado was rated as an EF0 with winds estimated at 80 mph. Six homes were impacted with damage to mainly siding and porches. One mobile home was severely damaged from a tree falling on it. An amateur radio antenna was also bent in half. there were no injuries or fatalities associated with this tornado.","A cold front approached eastern North Carolina during the afternoon of April 25th 2014. Warm southerly winds ahead of the front produced good instability over the region and numerous showers and thunderstorms crossed during the afternoon and evening. Two super-cell thunderstorms produced the bulk of the severe weather with multiple tornadoes reported in parts of Greene, Pitt and Beaufort counties. There was one indirect fatality as and elderly woman located near Washington died from pneumonia as a result of injuries sustained during the tornado. Total dollar damage was estimated at 15 million dollars.",13
505633,GREENE CO.,WOOTENS XRDS,04/25/2014,1546,Tornado, ,EF1,0,0,210000,0,NC,EST-5, ,83752,C,79,MHX,0,0,NWS Storm Survey, ,4.18,125,2,W,1,ESE,APPIE,04/25/2014,1550,35.53,-77.74,35.59,-77.73,"The tornado touched down at a farm along Beamon Old Creek Road producing EF1 damage with winds estimated at 110 mph. One side of a poultry farm was destroyed, moderate damage was also noted to outbuildings and two homes. The tornado then moved through farm and wooded areas before causing EF0 to low end EF1 damage to several mobile homes and one store near the intersection of Speights Bridge Road and Walston Road. The tornado then again moved over farm and wooded areas before dissipating near Howell Swamp Church Road. There were no injuries or fatalities associated with this tornado.","A cold front approached eastern North Carolina during the afternoon of April 25th 2014. Warm southerly winds ahead of the front produced good instability over the region and numerous showers and thunderstorms crossed during the afternoon and evening. Two super-cell thunderstorms produced the bulk of the severe weather with multiple tornadoes reported in parts of Greene, Pitt and Beaufort counties. There was one indirect fatality as and elderly woman located near Washington died from pneumonia as a result of injuries sustained during the tornado. Total dollar damage was estimated at 15 million dollars.",14
505735,PITT CO.,ARTHUR,04/25/2014,1618,Tornado, ,EF0,0,0,0,0,NC,EST-5, ,83752,C,147,MHX,0,0,Trained Spotter, ,0.01,20,1,E,1,E,ARTHUR,04/25/2014,1618,35.6,-77.46,35.6,-77.46,"Trained spotter observed a tornado briefly touch down about 5 miles west of Greenville. There was no observed damage.","A cold front approached eastern North Carolina during the afternoon of April 25th 2014. Warm southerly winds ahead of the front produced good instability over the region and numerous showers and thunderstorms crossed during the afternoon and evening. Two super-cell thunderstorms produced the bulk of the severe weather with multiple tornadoes reported in parts of Greene, Pitt and Beaufort counties. There was one indirect fatality as and elderly woman located near Washington died from pneumonia as a result of injuries sustained during the tornado. Total dollar damage was estimated at 15 million dollars.",15
512776,BERTIE CO.,EDENHOUSE,04/25/2014,1820,Tornado, ,EF2,0,0,5000,0,NC,EST-5, ,84800,C,15,AKQ,0,0,NWS Storm Survey, ,2,100,1,WNW,1,NE,EDENHOUSE,04/25/2014,1822,36.054,-76.74,36.06,-76.705,"Tornado started near Blackrock in extreme eastern Bertie county, then tracked east-northeast across the Chowan River. Trees were downed or snapped off and power lines were downed. The tornado then tracked into Chowan county from Bertie county.  Damage in much of the tornado path was EF-0 to weak EF-1 in intensity.","An area of low pressure and an attendant cold front crossed the Mid-Atlantic Region on April 25, producing severe wind gusts and four tornadoes, including two long tracked EF-2 tornadoes over northeast North Carolina during the evening.",16
512777,CHOWAN CO.,EDENTON,04/25/2014,1822,Tornado, ,EF2,0,0,20000,0,NC,EST-5, ,84800,C,41,AKQ,0,0,NWS Storm Survey, ,9.03,400,5,W,1,ENE,BARBER,04/25/2014,1832,36.06,-76.705,36.14,-76.577,"The tornado tracked from the Chowan River east-northeast through Chowan county into the Bear Swamp at the Chowan/Perquimans county line. Trees were downed or snapped off and power lines were downed near Macedonia Road and Chambers Ferry Road. The tornado then continued northeast into Perquimans county from Chowan county. Damage in much of the tornado path was EF-0 to EF-1 in intensity.","An area of low pressure and an attendant cold front crossed the Mid-Atlantic Region on April 25, producing severe wind gusts and four tornadoes, including two long tracked EF-2 tornadoes over northeast North Carolina during the evening.",17
505634,PITT CO.,SHELMERDINE,04/25/2014,1822,Tornado, ,EF2,0,0,600000,0,NC,EST-5, ,83752,C,147,MHX,0,0,NWS Storm Survey, ,1.13,75,1,NNE,2,SSE,BLACK JACK,04/25/2014,1824,35.47,-77.26,35.47,-77.24,"The tornado touched down approximately one mile northeast of Chicod causing EF1 damage to hard and softwood trees. The tornado then caused EF1 to low end EF2 damage with winds estimated to 115 mph as it hit several mobile homes, some of which were destroyed. Farm equipment and outbuildings were damaged along Blackjack-Simpson Road. A tractor trailer was flipped as well before the tornado dissipated across some farm fields. There were no injuries reported with this tornado.","A cold front approached eastern North Carolina during the afternoon of April 25th 2014. Warm southerly winds ahead of the front produced good instability over the region and numerous showers and thunderstorms crossed during the afternoon and evening. Two super-cell thunderstorms produced the bulk of the severe weather with multiple tornadoes reported in parts of Greene, Pitt and Beaufort counties. There was one indirect fatality as and elderly woman located near Washington died from pneumonia as a result of injuries sustained during the tornado. Total dollar damage was estimated at 15 million dollars.",18
512783,PERQUIMANS CO.,YEOPIM,04/25/2014,1832,Tornado, ,EF2,0,0,1000000,0,NC,EST-5, ,84800,C,143,AKQ,0,0,NWS Storm Survey, ,14.29,400,3,WSW,1,E,CHAPANOKE,04/25/2014,1900,36.14,-76.577,36.25,-76.36,"The tornado continued from near Bear Swamp at the Chowan/Perquimans line east-northeast to just east of Chapanoke near the Perquimans/Pasquotank line. Numerous trees were downed or snapped off and power lines were downed. Several farm buildings were damaged or destroyed. Numerous homes were damaged or destroyed in the Chapanoke area. The tornado then moved northeast into Pasquotank county from Perquimans county.","An area of low pressure and an attendant cold front crossed the Mid-Atlantic Region on April 25, producing severe wind gusts and four tornadoes, including two long tracked EF-2 tornadoes over northeast North Carolina during the evening.",19
505635,BEAUFORT CO.,CHOCOWINITY,04/25/2014,1835,Tornado, ,EF3,0,16,15000000,0,NC,EST-5, ,83752,C,13,MHX,0,1,NWS Storm Survey, ,20.99,350,1,WSW,2,NW,YEATESVILLE,04/25/2014,1910,35.51,-77.12,35.55,-76.75,"The tornado touched down approximately 1.5 miles west of Chocowinity along Taylor Road causing EF0 damage to trees and mobile homes. The tornado then strengthened to a strong EF2 as it impacted many homes and businesses from the intersection of U.S. Highway 17 and North Carolina Highway 33 eastward for about 1 mile. Several homes had significant damage in this area with numerous trees snapped.||The tornado reached EF3 intensity with winds estimated at 150 mph as it impacted homes along Whichards Beach Road from near Warrens Way to Harbor Drive. Many homes in this area were severely damaged or destroyed. Numerous vehicles and boats were damaged or destroyed.||The tornado then moved into the Washington Park area near Shorewood Drive and Daniels Drive after crossing the Pamlico River. Strong EF2 damage continued for about five miles as the tornado tracked eastward across U.S. Highway 264 to just north of the intersection of North Carolina Highway 32. Extensive damage occurred to numerous homes with some completely destroyed. The tornado continue to track east of North Carolina Highway 32 and north of U.S. Highway 264 for about 10 miles producing mainly EF0 to EF1 damage. The tornado finally dissipated near the Terra Ceia farms area.||There was one indirect fatality and 16 injuries associated with this tornado. It is estimated 150 to 200 homes and structures were damaged with many destroyed.","A cold front approached eastern North Carolina during the afternoon of April 25th 2014. Warm southerly winds ahead of the front produced good instability over the region and numerous showers and thunderstorms crossed during the afternoon and evening. Two super-cell thunderstorms produced the bulk of the severe weather with multiple tornadoes reported in parts of Greene, Pitt and Beaufort counties. There was one indirect fatality as and elderly woman located near Washington died from pneumonia as a result of injuries sustained during the tornado. Total dollar damage was estimated at 15 million dollars.",20
512792,CHOWAN CO.,EDENTON ARPT,04/25/2014,1837,Tornado, ,EF2,1,1,500000,0,NC,EST-5, ,84800,C,41,AKQ,0,0,NWS Storm Survey, ,3.48,400,2,NE,4,NNE,ST JOHNS,04/25/2014,1841,36.05,-76.55,36.08,-76.5,"The tornado started just south of Edenton and tracked northeast to near Burnt Mill Road near the Chowan/Perquimans county line. Numerous trees were downed or snapped off. Houses were damaged or destroyed on Yeopim Road. An 11-month-old boy died two days after being injured during the tornado. One injury was also reported. The tornado then tracked northeast into Perquimans county from Chowan county.","An area of low pressure and an attendant cold front crossed the Mid-Atlantic Region on April 25, producing severe wind gusts and four tornadoes, including two long tracked EF-2 tornadoes over northeast North Carolina during the evening.",21
512795,PERQUIMANS CO.,BETHEL,04/25/2014,1841,Tornado, ,EF2,0,0,1000000,0,NC,EST-5, ,84800,C,143,AKQ,0,0,NWS Storm Survey, ,14.35,400,3,SSE,1,ESE,WOODSVILLE,04/25/2014,1900,36.08,-76.5,36.22,-76.31,"The tornado continued from near Burnt Mill Road near the Chowan/Perquimans line northeast to Woodville near the Perquimans/Pasquotank line. Trees and power lines were downed just southwest of Bethel. Several houses were damaged or destroyed and power lines were downed on Snug Harbor Road. Trees were also downed on several homes. The tornado then tracked northeast into Pasquotank county from Perquimans county.","An area of low pressure and an attendant cold front crossed the Mid-Atlantic Region on April 25, producing severe wind gusts and four tornadoes, including two long tracked EF-2 tornadoes over northeast North Carolina during the evening.",22
512774,PASQUOTANK CO.,NIXONTON,04/25/2014,1850,Tornado, ,EF1,0,0,100000,0,NC,EST-5, ,84800,C,139,AKQ,0,0,NWS Storm Survey, ,6.21,200,1,W,2,W,(ECG)ELIZABETH CITY,04/25/2014,1910,36.2,-76.28,36.27,-76.21,"This EF-1 tornado occurred just south of another tornado which tracked from near Nixonton to just south southeast of Elizabeth City. The tornado path included a section of Nixonton Road and Body Road. Numerous trees were downed and a few mobile homes were damaged on Lobell Lane.","An area of low pressure and an attendant cold front crossed the Mid-Atlantic Region on April 25, producing severe wind gusts and four tornadoes, including two long tracked EF-2 tornadoes over northeast North Carolina during the evening.",23
512787,PASQUOTANK CO.,OKISKO,04/25/2014,1900,Tornado, ,EF2,0,2,1000000,0,NC,EST-5, ,84800,C,139,AKQ,0,0,NWS Storm Survey, ,10.14,400,1,SSE,2,NE,ELIZABETH CITY,04/25/2014,1915,36.25,-76.36,36.32,-76.2,"The tornado tracked from just southeast of Chapanoke at the Perquimans/Pasquotank line northeast to just northeast of Elizabeth City where it dissipated. Several homes or mobile homes were damaged or destroyed on Foreman Bundy Road and Lobell Lane.","An area of low pressure and an attendant cold front crossed the Mid-Atlantic Region on April 25, producing severe wind gusts and four tornadoes, including two long tracked EF-2 tornadoes over northeast North Carolina during the evening.",24
512796,PASQUOTANK CO.,NIXONTON,04/25/2014,1900,Tornado, ,EF2,0,0,500000,0,NC,EST-5, ,84800,C,139,AKQ,0,0,NWS Storm Survey, ,8.83,400,3,WNW,1,N,ECG CST GRD AIR STN,04/25/2014,1915,36.22,-76.31,36.28,-76.17,"The tornado continued from Woodville near the Perquimans/Pasquotank line northeast across Pasquotank county into the Pasquotank River just east of the Elizabeth City Airport. Numerous trees were downed or snapped off and power lines were downed. Some homes were damaged. The tornado started to weaken a bit as it moved into Camden county from Pasquotank county.","An area of low pressure and an attendant cold front crossed the Mid-Atlantic Region on April 25, producing severe wind gusts and four tornadoes, including two long tracked EF-2 tornadoes over northeast North Carolina during the evening.",25
517807,PASQUOTANK CO.,ELIZABETH CITY,04/25/2014,1912,Tornado, ,EF0,0,0,0,0,NC,EST-5, ,84800,C,139,AKQ,0,0,NWS Storm Survey, ,0.47,50,3,NNW,3,N,ELIZABETH CITY,04/25/2014,1914,36.338,-76.241,36.344,-76.237,"A weak EF-0 tornado touched down north of Elizabeth City near the intersection of Highway 17 and North St. The tornado tracked northeast removing shingles from homes and snapping numerous trees.","An area of low pressure and an attendant cold front crossed the Mid-Atlantic Region on April 25, producing severe wind gusts and four tornadoes, including two long tracked EF-2 tornadoes over northeast North Carolina during the evening.",26
512797,CAMDEN CO.,CHANTILLY,04/25/2014,1915,Tornado, ,EF2,0,0,100000,0,NC,EST-5, ,84800,C,29,AKQ,0,0,NWS Storm Survey, ,8.82,400,1,S,3,ENE,INDIAN TOWN,04/25/2014,1930,36.28,-76.17,36.348,-76.036,"The tornado continued from the Pasquotank River northeast into Camden county where it dissipated just east of Indiantown. Numerous trees were downed or snapped off and power lines were downed. There was some structural damage.","An area of low pressure and an attendant cold front crossed the Mid-Atlantic Region on April 25, producing severe wind gusts and four tornadoes, including two long tracked EF-2 tornadoes over northeast North Carolina during the evening.",27
512579,CURRITUCK CO.,JARVISBURG,04/25/2014,1928,Tornado, ,EF0,0,0,15000,0,NC,EST-5, ,84800,C,53,AKQ,0,0,NWS Storm Survey, ,0.83,30,0,SSW,1,ENE,JARVISBURG,04/25/2014,1930,36.1985,-75.871,36.2042,-75.8579,"The damage with this EF-0 tornado consisted of numerous trees down and snapped off and damage to a nearby church outbuilding and playground.","An area of low pressure and an attendant cold front crossed the Mid-Atlantic Region on April 25, producing severe wind gusts and four tornadoes, including two long tracked EF-2 tornadoes over northeast North Carolina during the evening.",28
505769,CRAVEN CO.,COVE CITY,04/29/2014,1325,Tornado, ,EF0,0,0,0,0,NC,EST-5, ,83781,C,49,MHX,0,0,Trained Spotter, ,0.04,25,1,WSW,1,WSW,COVE CITY,04/29/2014,1326,35.17,-77.35,35.1701,-77.3493,"Spotter reported a tornado briefly touched down in a field. No damage was reported with the tornado.","A warm front lifted slowly north through eastern North Carolina during the afternoon and evening of April 29th 2014. Numerous showers and thunderstorms developed along and south of the warm front during the afternoon and evening. Some of these storms became severe producing strong winds, hail, heavy rain and isolated tornadoes.",29
513036,CUMBERLAND CO.,STEDMAN,04/29/2014,1452,Tornado, ,EF1,0,0,50000,0,NC,EST-5, ,84934,C,51,RAH,0,0,NWS Storm Survey, ,1.72,200,1,E,2,ENE,STEDMAN,04/29/2014,1459,35.02,-78.682,35.0397,-78.6633,"Damage consisted of dozens of snapped and uprooted trees and nearly a dozen homes that experienced roof damage. The roof damage ranged from loss of shingles, to one single-wide home that lost nearly its entire roof. The extent of damage to the single-wide home along with the nearby tree damage is consistent with maximum wind speeds of 90-95 mph.","Thunderstorms developed during the afternoon just north and south of a well-defined warm front bisecting central North Carolina. Three weak short-lived tornadoes developed along the warm front across eastern North Carolina. Training thunderstorms also resulted in some flash flooding.",30
513037,EDGECOMBE CO.,CONETOE,04/29/2014,1709,Tornado, ,EF0,0,0,25000,0,NC,EST-5, ,84934,C,65,RAH,0,0,NWS Storm Survey, ,4.15,100,2,NNE,1,SSE,COAKLEY,04/29/2014,1720,35.848,-77.434,35.906,-77.415,"The tornado first touched down along State Road 1526 on the south side of highway 64 where numerous trees were downed or snapped. Intermittent damage continued along state road 1526 on the north side of Highway 64 where a large tree was uprooted and several outbuildings experienced roof damage. Intermittent tree damage continued northeast across State Road 1527. Numerous single wide homes and outbuildings received minor damage as the tornado continued northeast across Mooring Road. The tornado lifted at Highway 111 just east of the intersection with Mooring Road, where several single wide homes received minor damage and numerous trees were downed or snapped. The intermittent nature of damage indicates that the tornado may have briefly lifted a few times along the 4 mile path. The damage observed is consistent with maximum wind speeds of 70 to 80 mph.","Thunderstorms developed during the afternoon just north and south of a well-defined warm front bisecting central North Carolina. Three weak short-lived tornadoes developed along the warm front across eastern North Carolina. Training thunderstorms also resulted in some flash flooding.",31
