EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
10087676,POLK CO., ,08/17/1977,1136,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,149, ,0,0, , ,5.6,33,0, ,0, , ,08/17/1977,1136,35.32,-82.30,35.25,-82.25,"","",111
10087680,MECKLENBURG CO., ,09/16/1977,1330,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,119, ,0,0, , ,.2,7,0, ,0, , ,09/16/1977,1330,35.23,-80.87, , ,"","",112
10087681,RANDOLPH CO., ,10/01/1977,2000,Tornado,0,F2,0,0,250000,0,NC,CST, , ,C,151, ,0,0, , ,9.4,40,0, ,0, , ,10/01/1977,2000,35.80,-79.83,35.88,-79.70,"","",113
10087683,STANLY CO., ,11/04/1977,1610,Tornado,0,F0,0,0,25000,0,NC,CST, , ,C,167, ,0,0, , ,.3,7,0, ,0, , ,11/04/1977,1610,35.42,-80.12, , ,"","",114
10087684,MARTIN CO., ,11/17/1977,2015,Tornado,0,F0,0,0,2500,0,NC,CST, , ,C,117, ,0,0, , ,.5,17,0, ,0, , ,11/17/1977,2015,35.83,-77.05, , ,"","",115
10087686,ROWAN CO., ,01/08/1978,1630,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,159, ,0,0, , ,.5,20,0, ,0, , ,01/08/1978,1630,35.67,-80.47, , ,"","",116
10087694,DUPLIN CO., ,04/19/1978,1643,Tornado,0,F2,0,0,250000,0,NC,CST, , ,C,61, ,0,0, , ,11.6,70,0, ,0, , ,04/19/1978,1643,34.83,-78.03,34.87,-77.83,"","",117
10087696,ROBESON CO., ,04/19/1978,1700,Tornado,0,F1,0,0,2500,0,NC,CST, , ,C,155, ,0,0, , ,13.4,33,0, ,0, , ,04/19/1978,1700,34.78,-79.13,34.80,-78.90,"","",118
10087698,ONSLOW CO., ,04/19/1978,1725,Tornado,0,F2,0,3,250000,0,NC,CST, , ,C,133, ,0,0, , ,3.3,50,0, ,0, , ,04/19/1978,1725,34.93,-77.63,34.95,-77.58,"","",119
10087700,JONES CO., ,04/19/1978,1755,Tornado,0,F2,0,0,250000,0,NC,CST, , ,C,103, ,0,0, , ,.7,30,0, ,0, , ,04/19/1978,1755,35.13,-77.27, , ,"","",120
10087715,NEW HANOVER CO., ,05/13/1978,1745,Tornado,0,F1,0,0,2500,0,NC,CST, , ,C,129, ,0,0, , ,.2,17,0, ,0, , ,05/13/1978,1745,34.28,-77.75, , ,"","",121
10087716,NEW HANOVER CO., ,05/13/1978,1805,Tornado,0,F0,0,0,250,0,NC,CST, , ,C,129, ,0,0, , ,0,33,0, ,0, , ,05/13/1978,1805,34.25,-77.80, , ,"","",122
10087718,BERTIE CO., ,06/03/1978,1330,Tornado,0,F2,0,0,250000,0,NC,CST, , ,C,15, ,0,0, , ,.8,83,0, ,0, , ,06/03/1978,1330,36.00,-76.95, , ,"","",123
10087719,ROBESON CO., ,06/03/1978,1500,Tornado,0,F1,0,0,2500,0,NC,CST, , ,C,155, ,0,0, , ,.3,27,0, ,0, , ,06/03/1978,1500,34.67,-79.37, , ,"","",124
10087722,NASH CO., ,06/03/1978,1715,Tornado,0,F1,0,0,2500,0,NC,CST, , ,C,127, ,0,0, , ,.2,20,0, ,0, , ,06/03/1978,1715,36.08,-77.72, , ,"","",125
10087723,UNION CO., ,06/06/1978,1630,Tornado,0,F1,0,1,25000,0,NC,CST, , ,C,179, ,0,0, , ,.3,33,0, ,0, , ,06/06/1978,1630,35.13,-80.37, , ,"","",126
10087734,IREDELL CO., ,06/24/1978,2000,Tornado,0, ,0,3,250000,0,NC,CST, , ,C,97, ,0,0, , ,3.6,27,0, ,0, , ,06/24/1978,2000,35.57,-80.88,35.53,-80.83,"","",127
10088807,DARE CO., ,07/31/1978,1130,Tornado,0,F2,1,4,250000,0,NC,CST, , ,C,55, ,0,0, , ,.2,50,0, ,0, , ,07/31/1978,1130,36.03,-75.67, , ,"","",128
10088809,MOORE CO., ,08/05/1978,1900,Tornado,0,F1,0,0,0,0,NC,CST, , ,C,125, ,0,0, , ,.2,67,0, ,0, , ,08/05/1978,1900,35.40,-79.58, , ,"","",129
10088810,MECKLENBURG CO., ,08/14/1978,1145,Tornado,0,F0,0,0,2500,0,NC,CST, , ,C,119, ,0,0, , ,0,33,0, ,0, , ,08/14/1978,1145,35.47,-80.85, , ,"","",130
10088816,ROWAN CO., ,02/25/1979,1400,Tornado,0,F1,0,3,250000,0,NC,CST, , ,C,159, ,0,0, , ,5.7,50,0, ,0, , ,02/25/1979,1400,35.58,-80.53,35.63,-80.45,"","",131
10088819,ROBESON CO., ,03/23/1979,2240,Tornado,0,F2,0,9,250000,0,NC,CST, , ,C,155, ,0,0, , ,9.8,100,0, ,0, , ,03/23/1979,2240,34.55,-79.05,34.58,-78.88,"","",132
10088826,HALIFAX CO., ,04/03/1979,1340,Tornado,0,F2,0,2,250000,0,NC,CST, , ,C,83, ,0,0, , ,.8,50,0, ,0, , ,04/03/1979,1340,36.20,-77.67, , ,"","",133
10088827,NASH CO., ,04/03/1979,1415,Tornado,0,F1,0,1,25000,0,NC,CST, , ,C,127, ,0,0, , ,.5,23,0, ,0, , ,04/03/1979,1415,35.95,-78.10, , ,"","",134
10088828,BERTIE CO., ,04/03/1979,1430,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,15, ,0,0, , ,.5,30,0, ,0, , ,04/03/1979,1430,36.28,-76.95, , ,"","",135
10088829,CRAVEN CO., ,04/03/1979,1510,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,49, ,0,0, , ,.1,100,0, ,0, , ,04/03/1979,1510,35.30,-77.42, , ,"","",136
10088838,BURKE CO., ,05/24/1979,1557,Tornado,0,F2,0,0,250000,0,NC,CST, , ,C,23, ,0,0, , ,.3,30,0, ,0, , ,05/24/1979,1557,35.75,-81.67, , ,"","",137
10088847,CLEVELAND CO., ,06/24/1979,30,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,45, ,0,0, , ,.5,300,0, ,0, , ,06/24/1979,30,35.30,-81.55, , ,"","",138
10088855,CURRITUCK CO., ,07/22/1979,1400,Tornado,0,F0,0,0,250,0,NC,CST, , ,C,53, ,0,0, , ,0,33,0, ,0, , ,07/22/1979,1400,36.35,-75.95, , ,"","",139
10088868,BLADEN CO., ,08/21/1979,1440,Tornado,0,F0,0,0,30,0,NC,CST, , ,C,17, ,0,0, , ,0,33,0, ,0, , ,08/21/1979,1440,34.58,-78.67, , ,"","",140
10089721,ROBESON CO., ,08/21/1979,1700,Tornado,0,F0,0,0,0,0,NC,CST, , ,C,155, ,0,0, , ,0,33,0, ,0, , ,08/21/1979,1700,34.53,-78.98, , ,"","",141
10089935,CHEROKEE CO., ,09/21/1979,1615,Tornado,0,F0,0,0,25000,0,NC,CST, , ,C,39, ,0,0, , ,.1,100,0, ,0, , ,09/21/1979,1615,35.08,-84.03, , ,"","",142
10089939,HERTFORD CO., ,02/23/1980,1700,Tornado,0,F0,0,0,250,0,NC,CST, , ,C,91, ,0,0, , ,0,33,0, ,0, , ,02/23/1980,1700,36.40,-76.93, , ,"","",143
10089940,PITT CO., ,02/23/1980,1700,Tornado,0,F0,0,0,0,0,NC,CST, , ,C,147, ,0,0, , ,0,33,0, ,0, , ,02/23/1980,1700,35.62,-77.60, , ,"","",144
10089950,CLAY CO., ,02/25/1980,1615,Tornado,0,F0,0,0,250,0,NC,CST, , ,C,43, ,0,0, , ,0,33,0, ,0, , ,02/25/1980,1615,35.02,-78.57, , ,"","",145
10089953,NORTHAMPTON CO., ,03/24/1980,2225,Tornado,0,F1,0,0,250000,0,NC,CST, , ,C,131, ,0,0, , ,1.2,150,0, ,0, , ,03/24/1980,2225,36.27,-77.28, , ,"","",146
10089959,FORSYTH CO., ,04/09/1980,15,Tornado,0,F1,0,0,250000,0,NC,CST, , ,C,67, ,0,0, , ,1.9,37,0, ,0, , ,04/09/1980,15,36.15,-80.30,36.15,-80.27,"","",147
10089961,BRUNSWICK CO., ,04/27/1980,1115,Tornado,0,F0,0,0,0,0,NC,CST, , ,C,19, ,0,0, , ,0,33,0, ,0, , ,04/27/1980,1115,34.13,-78.10, , ,"","",148
10089969,UNION CO., ,05/18/1980,140,Tornado,0,F2,0,0,250000,0,NC,CST, , ,C,179, ,0,0, , ,3.3,50,0, ,0, , ,05/18/1980,140,35.10,-80.43,35.12,-80.38,"","",149
10089972,ROBESON CO., ,05/20/1980,1342,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,155, ,0,0, , ,.2,33,0, ,0, , ,05/20/1980,1342,34.48,-79.08, , ,"","",150
10089974,BEAUFORT CO., ,05/20/1980,1730,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,13, ,0,0, , ,.5,200,0, ,0, , ,05/20/1980,1730,35.47,-77.05, , ,"","",151
10089987,WAYNE CO., ,06/26/1980,1315,Tornado,0,F0,0,0,0,0,NC,CST, , ,C,191, ,0,0, , ,0,33,0, ,0, , ,06/26/1980,1315,35.35,-77.97, , ,"","",152
10089989,WAYNE CO., ,07/03/1980,1639,Tornado,0,F0,0,0,0,0,NC,CST, , ,C,191, ,0,0, , ,0,33,0, ,0, , ,07/03/1980,1639,35.45,-77.97, , ,"","",153
10089992,SAMPSON CO., ,07/10/1980,1732,Tornado,0,F1,0,0,2500,0,NC,CST, , ,C,163, ,0,0, , ,.2,50,0, ,0, , ,07/10/1980,1732,34.97,-78.53, , ,"","",154
10090850,SAMPSON CO., ,08/01/1980,1644,Tornado,0,F0,0,0,250,0,NC,CST, , ,C,163, ,0,0, , ,0,10,0, ,0, , ,08/01/1980,1644,34.95,-78.53, , ,"","",155
10091072,BEAUFORT CO., ,10/03/1980,1530,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,13, ,0,0, , ,1.5,500,0, ,0, , ,10/03/1980,1530,35.55,-77.03, , ,"","",156
10091073,MOORE CO., ,02/11/1981,145,Tornado,0,F2,0,0,2500000,0,NC,CST, , ,C,125, ,0,0, , ,5.2,700,0, ,0, , ,02/11/1981,145,35.08,-79.50,35.13,-79.43,"","",157
10091074,MOORE CO., ,02/11/1981,155,Tornado,0,F2,0,0,250000,0,NC,CST, , ,C,125, ,0,0, , ,7.6,800,0, ,0, , ,02/11/1981,155,35.20,-79.38,35.25,-79.27,"","",158
10091076,HOKE CO., ,02/11/1981,230,Tornado,0,F2,1,0,250000,0,NC,CST, , ,C,93, ,0,0, , ,1.9,847,0, ,0, , ,02/11/1981,230,34.98,-79.08,35.00,-79.07,"","",159
10091079,CUMBERLAND CO., ,02/11/1981,232,Tornado,0,F2,0,0,250000,0,NC,CST, , ,C,51, ,0,0, , ,10.5,33,0, ,0, , ,02/11/1981,232,35.00,-79.07,35.07,-78.90,"","",160
10091080,WAKE CO., ,02/11/1981,305,Tornado,0,F2,0,2,250000,0,NC,CST, , ,C,183, ,0,0, , ,1.9,800,0, ,0, , ,02/11/1981,305,35.78,-78.50, , ,"","",161
10091083,NASH CO., ,02/11/1981,336,Tornado,0,F2,0,0,2500000,0,NC,CST, , ,C,127, ,0,0, , ,3.3,800,0, ,0, , ,02/11/1981,336,35.93,-78.15,35.95,-78.10,"","",162
10091086,HERTFORD CO., ,03/30/1981,1645,Tornado,0,F2,1,1,250000,0,NC,CST, , ,C,91, ,0,0, , ,7.7,83,0, ,0, , ,03/30/1981,1645,36.50,-77.07,36.53,-76.93,"","",163
10091101,ROCKINGHAM CO., ,06/06/1981,1840,Tornado,0,F1,0,0,250000,0,NC,CST, , ,C,157, ,0,0, , ,9,17,0, ,0, , ,06/06/1981,1840,36.38,-79.68,36.33,-79.53,"","",164
10091102,FORSYTH CO., ,06/06/1981,1840,Tornado,0,F2,0,1,250000,0,NC,CST, , ,C,67, ,0,0, , ,9.4,17,0, ,0, , ,06/06/1981,1840,36.07,-80.23,36.17,-80.12,"","",165
10091103,PERSON CO., ,06/06/1981,1900,Tornado,0,F1,0,0,250000,0,NC,CST, , ,C,145, ,0,0, , ,3.6,30,0, ,0, , ,06/06/1981,1900,36.35,-78.95,36.35,-78.88,"","",166
10091109,LENOIR CO., ,07/04/1981,219,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,107, ,0,0, , ,0,33,0, ,0, , ,07/04/1981,219,35.20,-77.78, , ,"","",167
10091131,NORTHAMPTON CO., ,09/15/1981,1600,Tornado,0,F2,0,0,250000,0,NC,CST, , ,C,131, ,0,0, , ,1.3,33,0, ,0, , ,09/15/1981,1600,36.47,-77.55, , ,"","",168
10090014,STANLY CO., ,04/27/1982,45,Tornado,0,F2,0,1,25000,0,NC,CST, , ,C,167, ,0,0, , ,.1,27,0, ,0, , ,04/27/1982,45,35.22,-80.12, , ,"","",169
10090036,FORSYTH CO., ,06/03/1982,1752,Tornado,0,F0,0,0,30,0,NC,CST, , ,C,67, ,0,0, , ,.1,3,0, ,0, , ,06/03/1982,1752,36.22,-80.28, , ,"","",170
10090042,DUPLIN CO., ,06/05/1982,1630,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,61, ,0,0, , ,1,10,0, ,0, , ,06/05/1982,1630,34.73,-79.88, , ,"","",171
10090045,MOORE CO., ,06/10/1982,530,Tornado,0,F1,0,1,25000,0,NC,CST, , ,C,125, ,0,0, , ,.5,17,0, ,0, , ,06/10/1982,530,35.20,-79.32, , ,"","",172
10090053,WAKE CO., ,06/13/1982,1410,Tornado,0,F1,1,0,25000,0,NC,CST, , ,C,183, ,0,0, , ,.3,13,0, ,0, , ,06/13/1982,1410,35.83,-78.32, , ,"","",173
10090056,HARNETT CO., ,06/16/1982,1220,Tornado,0,F2,0,0,250000,0,NC,CST, , ,C,85, ,0,0, , ,3,100,0, ,0, , ,06/16/1982,1220,35.53,-78.82,35.55,-78.78,"","",174
10090058,WAKE CO., ,06/16/1982,1225,Tornado,0,F2,0,0,250000,0,NC,CST, , ,C,183, ,0,0, , ,2,100,0, ,0, , ,06/16/1982,1225,35.55,-78.78,35.58,-78.75,"","",175
10090061,MOORE CO., ,06/16/1982,1730,Tornado,0,F1,0,0,2500,0,NC,CST, , ,C,125, ,0,0, , ,6,100,0, ,0, , ,06/16/1982,1730,35.17,-79.37,35.23,-79.28,"","",176
10091146,DARE CO., ,08/25/1982,1600,Tornado,0,F0,0,0,2500,0,NC,CST, , ,C,55, ,0,0, , ,.1,10,0, ,0, , ,08/25/1982,1600,35.68,-75.48, , ,"","",177
10091148,CATAWBA CO., ,09/18/1982,1805,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,35, ,0,0, , ,.5,10,0, ,0, , ,09/18/1982,1805,35.50,-80.98, , ,"","",178
10091152,PENDER CO., ,09/26/1982,630,Tornado,0,F2,0,0,25000,0,NC,CST, , ,C,141, ,0,0, , ,1,17,0, ,0, , ,09/26/1982,630,34.40,-77.47, , ,"","",179
10091153,MARTIN CO., ,09/26/1982,1440,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,117, ,0,0, , ,2,33,0, ,0, , ,09/26/1982,1440,35.90,-77.20, , ,"","",180
10091154,DARE CO., ,09/28/1982,2025,Tornado,0,F2,0,2,250000,0,NC,CST, , ,C,55, ,0,0, , ,.3,33,0, ,0, , ,09/28/1982,2025,36.00,-75.70, , ,"","",181
10091158,FORSYTH CO., ,03/05/1983,1900,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,67, ,0,0, , ,.2,33,0, ,0, , ,03/05/1983,1900,36.03,-81.18, , ,"","",182
10091159,UNION CO., ,03/06/1983,1820,Tornado,0,F2,0,9,2500000,0,NC,CST, , ,C,179, ,0,0, , ,2,33,0, ,0, , ,03/06/1983,1820,34.98,-80.55, , ,"","",183
10091160,DAVIE CO., ,03/06/1983,1830,Tornado,0,F0,0,0,2500,0,NC,CST, , ,C,59, ,0,0, , ,.1,17,0, ,0, , ,03/06/1983,1830,35.83,-80.67, , ,"","",184
10091167,RANDOLPH CO., ,03/08/1983,1700,Tornado,0,F0,0,0,250,0,NC,CST, , ,C,151, ,0,0, , ,.1,17,0, ,0, , ,03/08/1983,1700,35.90,-79.97, , ,"","",185
10091170,NASH CO., ,03/18/1983,1240,Tornado,0,F2,0,0,250000,0,NC,CST, , ,C,127, ,0,0, , ,3,17,0, ,0, , ,03/18/1983,1240,35.92,-76.83,35.83,-76.83,"","",186
10091173,PAMLICO CO., ,03/21/1983,600,Tornado,0,F0,0,0,25000,0,NC,CST, , ,C,137, ,0,0, , ,.1,17,0, ,0, , ,03/21/1983,600,35.17,-76.83, , ,"","",187
10091174,HYDE CO., ,03/21/1983,610,Tornado,0,F1,0,0,250000,0,NC,CST, , ,C,95, ,0,0, , ,12,33,0, ,0, , ,03/21/1983,610,35.58,-76.50,35.63,-76.30,"","",188
10091196,HERTFORD CO., ,05/16/1983,1400,Tornado,0,F2,0,1,250000,0,NC,CST, , ,C,91, ,0,0, , ,2,100,0, ,0, , ,05/16/1983,1400,36.33,-76.97, , ,"","",189
10091197,PASQUOTANK CO., ,05/16/1983,1500,Tornado,0,F2,0,3,25000,0,NC,CST, , ,C,139, ,0,0, , ,.5,17,0, ,0, , ,05/16/1983,1500,36.42,-76.33, , ,"","",190
10091198,TYRRELL CO., ,05/16/1983,1625,Tornado,0,F2,0,0,250000,0,NC,CST, , ,C,177, ,0,0, , ,1,100,0, ,0, , ,05/16/1983,1625,35.83,-76.80,35.83,-76.78,"","",191
10091199,WASHINGTON CO., ,05/16/1983,1627,Tornado,0,F2,0,5,250000,0,NC,CST, , ,C,187, ,0,0, , ,6,100,0, ,0, , ,05/16/1983,1627,35.83,-76.78,35.83,-76.67,"","",192
10087529,ALAMANCE CO., ,05/26/1983,1525,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,1, ,0,0, , ,.1,17,0, ,0, , ,05/26/1983,1525,35.92,-79.67, , ,"","",193
10087823,COLUMBUS CO., ,06/07/1983,2045,Tornado,0,F2,0,0,250000,0,NC,CST, , ,C,47, ,0,0, , ,6,450,0, ,0, , ,06/07/1983,2045,34.37,-78.85,34.43,-78.77,"","",194
10087849,FORSYTH CO., ,07/22/1983,1635,Tornado,0,F1,0,0,250000,0,NC,CST, , ,C,67, ,0,0, , ,.1,10,0, ,0, , ,07/22/1983,1635,36.17,-80.17, , ,"","",195
10087861,BERTIE CO., ,08/09/1983,1620,Tornado,0,F1,0,0,250000,0,NC,CST, , ,C,15, ,0,0, , ,2.5,80,0, ,0, , ,08/09/1983,1620,35.97,-76.92, , ,"","",196
10087874,CABARRUS CO., ,08/23/1983,1710,Tornado,0,F1,0,0,2500000,0,NC,CST, , ,C,25, ,0,0, , ,4,100,0, ,0, , ,08/23/1983,1710,35.48,-80.48,35.40,-80.45,"","",197
10088979,UNION CO., ,03/28/1984,1710,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,179, ,0,0, , ,.3,33,0, ,0, , ,03/28/1984,1710,35.13,-80.55, , ,"","",198
10088987,SCOTLAND CO., ,03/28/1984,1825,Tornado,0,F4,0,0,2500000,0,NC,CST, , ,C,165, ,0,0, , ,3,2113,0, ,0, , ,03/28/1984,1825,34.67,-79.50,34.68,-79.43,"","",199
10088988,SCOTLAND CO., ,03/28/1984,1825,Tornado,0,F4,0,0,2500000,0,NC,CST, , ,C,165, ,0,0, , ,8,2640,0, ,0, , ,03/28/1984,1825,34.67,-79.50,34.75,-79.37,"","",200
10088990,ROBESON CO., ,03/28/1984,1840,Tornado,0,F4,2,280,2500000,0,NC,CST, , ,C,155, ,0,0, , ,25,2640,0, ,0, , ,03/28/1984,1840,34.75,-79.37,34.92,-78.92,"","",201
10088991,BLADEN CO., ,03/28/1984,1845,Tornado,0,F3,0,0,25000000,0,NC,CST, , ,C,17, ,0,0, , ,4,1407,0, ,0, , ,03/28/1984,1845,34.83,-78.87,34.87,-78.80,"","",202
10088992,CUMBERLAND CO., ,03/28/1984,1850,Tornado,0,F3,2,11,25000000,0,NC,CST, , ,C,51, ,0,0, , ,11,1407,0, ,0, , ,03/28/1984,1850,34.87,-78.80,34.97,-78.60,"","",203
10088993,NASH CO., ,03/28/1984,1910,Tornado,0,F2,0,0,2500000,0,NC,CST, , ,C,127, ,0,0, , ,2,177,0, ,0, , ,03/28/1984,1910,35.95,-77.83, , ,"","",204
10088994,SAMPSON CO., ,03/28/1984,1915,Tornado,0,F3,10,90,25000000,0,NC,CST, , ,C,163, ,0,0, , ,25,1407,0, ,0, , ,03/28/1984,1915,34.97,-78.60,35.17,-78.18,"","",205
10088995,SAMPSON CO., ,03/28/1984,1915,Tornado,0,F4,0,50,25000000,0,NC,CST, , ,C,163, ,0,0, , ,6,1407,0, ,0, , ,03/28/1984,1915,35.05,-78.25,35.13,-78.17,"","",206
10088997,DUPLIN CO., ,03/28/1984,1925,Tornado,0,F4,0,40,25000000,0,NC,CST, , ,C,61, ,0,0, , ,7,1407,0, ,0, , ,03/28/1984,1925,35.13,-78.17,35.18,-78.07,"","",207
10088998,WAYNE CO., ,03/28/1984,1930,Tornado,0,F3,0,74,25000000,0,NC,CST, , ,C,191, ,0,0, , ,5,527,0, ,0, , ,03/28/1984,1930,35.20,-77.90,35.27,-77.83,"","",208
10088999,CUMBERLAND CO., ,03/28/1984,1930,Tornado,0,F4,0,0,2500000,0,NC,CST, , ,C,51, ,0,0, , ,2,2640,0, ,0, , ,03/28/1984,1930,34.92,-78.92,34.93,-78.88,"","",209
10089000,LENOIR CO., ,03/28/1984,1937,Tornado,0,F3,0,7,25000000,0,NC,CST, , ,C,107, ,0,0, , ,4,527,0, ,0, , ,03/28/1984,1937,35.27,-77.83,35.32,-77.78,"","",210
10089001,WAYNE CO., ,03/28/1984,1940,Tornado,0,F4,3,59,25000000,0,NC,CST, , ,C,191, ,0,0, , ,8,1407,0, ,0, , ,03/28/1984,1940,35.18,-78.07,35.27,-77.93,"","",211
10089002,LENOIR CO., ,03/28/1984,1945,Tornado,0,F4,0,0,25000000,0,NC,CST, , ,C,107, ,0,0, , ,5,1223,0, ,0, , ,03/28/1984,1945,35.33,-77.78,35.40,-77.70,"","",212
10089004,GREENE CO., ,03/28/1984,1955,Tornado,0,F4,7,0,25000000,0,NC,CST, , ,C,79, ,0,0, , ,13,1223,0, ,0, , ,03/28/1984,1955,35.40,-77.70,35.50,-77.50,"","",213
10089003,BERTIE CO., ,03/28/1984,1955,Tornado,0,F3,6,19,2500000,0,NC,CST, , ,C,15, ,0,0, , ,6,880,0, ,0, , ,03/28/1984,1955,36.13,-77.20,36.20,-77.10,"","",214
10089006,BERTIE CO., ,03/28/1984,2010,Tornado,0,F2,0,2,25000000,0,NC,CST, , ,C,15, ,0,0, , ,3,527,0, ,0, , ,03/28/1984,2010,36.23,-77.00,36.27,-76.97,"","",215
10089007,HERTFORD CO., ,03/28/1984,2015,Tornado,0,F2,0,5,25000000,0,NC,CST, , ,C,91, ,0,0, , ,2,527,0, ,0, , ,03/28/1984,2015,36.27,-76.97,36.30,-76.88,"","",216
10089008,HERTFORD CO., ,03/28/1984,2020,Tornado,0,F1,0,0,2500000,0,NC,CST, , ,C,91, ,0,0, , ,1,177,0, ,0, , ,03/28/1984,2020,36.33,-76.80, , ,"","",217
10089009,PITT CO., ,03/28/1984,2020,Tornado,0,F4,9,153,25000000,0,NC,CST, , ,C,147, ,0,0, , ,20,1223,0, ,0, , ,03/28/1984,2020,35.50,-77.50,35.68,-77.20,"","",218
10089010,GATES CO., ,03/28/1984,2030,Tornado,0,F3,2,10,2500000,0,NC,CST, , ,C,73, ,0,0, , ,14,880,0, ,0, , ,03/28/1984,2030,36.37,-76.70,36.47,-76.50,"","",219
10088095,COLUMBUS CO., ,03/28/1984,2045,Tornado,0,F2,0,0,2500000,0,NC,CST, , ,C,47, ,0,0, , ,9,353,0, ,0, , ,03/28/1984,2045,34.15,-78.88,34.25,-78.73,"","",220
10088309,CHOWAN CO., ,03/28/1984,2115,Tornado,0,F2,0,0,250000,0,NC,CST, , ,C,41, ,0,0, , ,4,177,0, ,0, , ,03/28/1984,2115,36.07,-76.58,36.08,-76.53,"","",221
10088311,PERQUIMANS CO., ,03/28/1984,2120,Tornado,0,F2,1,1,250000,0,NC,CST, , ,C,143, ,0,0, , ,2,177,0, ,0, , ,03/28/1984,2120,36.08,-76.53,36.10,-76.50,"","",222
10088312,DURHAM CO., ,04/04/1984,1800,Tornado,0,F2,0,4,2500000,0,NC,CST, , ,C,63, ,0,0, , ,1.7,67,0, ,0, , ,04/04/1984,1800,36.02,-78.88, , ,"","",223
10088334,SURRY CO., ,04/14/1984,1455,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,171, ,0,0, , ,.1,3,0, ,0, , ,04/14/1984,1455,36.37,-80.62, , ,"","",224
10088342,SCOTLAND CO., ,04/14/1984,1720,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,165, ,0,0, , ,.1,50,0, ,0, , ,04/14/1984,1720,34.60,-79.42, , ,"","",225
10088359,BEAUFORT CO., ,04/15/1984,1550,Tornado,0,F1,0,0,250000,0,NC,CST, , ,C,13, ,0,0, , ,.1,83,0, ,0, , ,04/15/1984,1550,35.60,-77.03, , ,"","",226
10088362,WASHINGTON CO., ,04/15/1984,1635,Tornado,0,F1,0,0,25000,0,NC,CST, , ,C,187, ,0,0, , ,.6,7,0, ,0, , ,04/15/1984,1635,35.73,-76.80, , ,"","",227
10088375,MECKLENBURG CO., ,05/03/1984,1545,Tornado,0,F1,0,0,250000,0,NC,CST, , ,C,119, ,0,0, , ,14,100,0, ,0, , ,05/03/1984,1545,35.10,-80.95,35.28,-80.83,"","",228
10089466,FRANKLIN CO., ,05/08/1984,1435,Tornado,0,F1,0,0,250000,0,NC,CST, , ,C,69, ,0,0, , ,.3,50,0, ,0, , ,05/08/1984,1435,36.22,-78.30, , ,"","",229
10089499,STOKES CO., ,05/28/1984,1745,Tornado,0,F0,0,0,2500,0,NC,CST, , ,C,169, ,0,0, , ,.1,50,0, ,0, , ,05/28/1984,1745,36.38,-80.25, , ,"","",230
10090077,TRANSYLVANIA CO., ,06/20/1984,1300,Tornado,0,F0,0,0,250000,0,NC,CST, , ,C,175, ,0,0, , ,.3,100,0, ,0, , ,06/20/1984,1300,35.22,-82.73, , ,"","",231
10090141,NASH CO., ,09/13/1984,815,Tornado,0,F0,0,0,0,0,NC,CST, , ,C,127, ,0,0, , ,.1,10,0, ,0, , ,09/13/1984,815,35.87,-77.83, , ,"","",232
10087913,FORSYTH CO., ,05/22/1985,1630,Tornado,0,F3,0,0,2500000,0,NC,CST, , ,C,67, ,0,0, , ,3.5,200,0, ,0, , ,05/22/1985,1630,36.10,-80.27,36.07,-80.22,"","",233
10087926,DARE CO., ,05/23/1985,1408,Tornado,0,F0,0,0,2500,0,NC,CST, , ,C,55, ,0,0, , ,.5,50,0, ,0, , ,05/23/1985,1408,35.83,-75.63, , ,"","",234
10090181,MECKLENBURG CO., ,06/06/1985,1620,Tornado,0,F0,0,0,250000,0,NC,CST, , ,C,119, ,0,0, , ,1,267,0, ,0, , ,06/06/1985,1620,35.20,-80.83, , ,"","",235
