EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5405004,CARTERET CO.,WILLISTON,06/07/2004,1725,Tornado, ,F0,0,0,0,0,NC,EST, ,1172920,C,31,MHX,0,0,LAW ENFORCEMENT, ,.1,25, , , , ,WILLISTON,06/07/2004,1730,34.78333,-76.5,34.78333,-76.5,"Weak tornado reported nearly stationary near Williston.","",11
5412146,CHOWAN CO.,ROCKYHOCK,06/11/2004,2100,Tornado, ,F1,0,0,10000,0,NC,EST, ,1175558,C,41,AKQ,0,0,NWS STORM SURVEY, ,6,30, , , , ,ROCKYHOCK,06/11/2004,2110,36.18333,-76.68333,36.1,-76.61667,"F1 tornado produced intermittent damage path along a 6 mile track from Rockyhock to north of Edenton. Numerous trees snapped as well as damage to several farm buildings.","",12
5405005,PITT CO.,FARMVILLE,06/11/2004,2143,Tornado, ,F0,0,0,0,0,NC,EST, ,1172921,C,147,MHX,0,0,GENERAL PUBLIC, ,.1,20, , , , ,FARMVILLE,06/11/2004,2143,35.6,-77.6,35.6,-77.6,"Brief tornado touch down knocked down several trees.","",13
5405006,TYRRELL CO.,COLUMBIA,06/11/2004,2200,Tornado, ,F0,0,0,0,0,NC,EST, ,1172921,C,177,MHX,0,0,GENERAL PUBLIC, ,.1,20, , , , ,COLUMBIA,06/11/2004,2200,35.91667,-76.25,35.91667,-76.25,"Brief tornado touch down with tree damage.","",14
5405022,ONSLOW CO.,SWANSBORO,06/22/2004,930,Tornado, ,F0,0,0,10000,0,NC,EST, ,1172923,C,133,MHX,0,0,EMERGENCY MANAGER, ,1,20,1,SW,1,SW,SWANSBORO,06/22/2004,932,34.66667,-77.15,34.68333,-77.13333,"Weak tornado moved across a neighborhood in Swansboro taking some siding off a house.","",15
5405103,CRAVEN CO.,DOVER,06/23/2004,1935,Tornado, ,F0,0,0,0,0,NC,EST, ,1172924,C,49,MHX,0,0,EMERGENCY MANAGER, ,.1,30,2,NE,2,NE,DOVER,06/23/2004,1935,35.23333,-77.41667,35.23333,-77.41667,"Tornado spotted on Wintergreen Rd. just northeast of Dover.","",16
5405104,CRAVEN CO.,NEW BERN,06/23/2004,2017,Tornado, ,F0,0,0,0,0,NC,EST, ,1172924,C,49,MHX,0,0,EMERGENCY MANAGER, ,.1,25, , , , ,NEW BERN,06/23/2004,2017,35.11667,-77.05,35.11667,-77.05,"Brief tornado touchdown with power lines down on Broad Street.","",17
5405105,PAMLICO CO.,BAYBORO,06/23/2004,2030,Tornado, ,F0,0,0,0,0,NC,EST, ,1172924,C,137,MHX,0,0,METEOROLOGIST(NON NWS), ,.1,30, , , , ,BAYBORO,06/23/2004,2030,35.15,-76.76667,35.15,-76.76667,"Tornado spotted by Channel 12 News near Bayboro.","",18
5405108,LENOIR CO.,LA GRANGE,06/29/2004,1825,Tornado, ,F0,0,0,5000,0,NC,EST, ,1172926,C,107,MHX,0,0,GENERAL PUBLIC, ,.1,20,4,E,4,E,LA GRANGE,06/29/2004,1825,35.31667,-77.73333,35.31667,-77.73333,"Tornado caused minor damage to a mobile home.","",19
5413214,CARTERET CO.,ATLANTIC BEACH,07/17/2004,1619,Tornado, ,F0,0,0,5000,0,NC,EST, ,1175695,C,31,MHX,0,0,LAW ENFORCEMENT, ,.1,10, , , , ,ATLANTIC BEACH,07/17/2004,1619,34.7,-76.73333,34.7,-76.73333,"Waterspout moved onshore partially removing a roof.","",20
5413215,CARTERET CO.,OTWAY,07/17/2004,1625,Tornado, ,F1,0,0,75000,0,NC,EST, ,1175695,C,31,MHX,0,0,LAW ENFORCEMENT, ,3,35,1,S,1,S,OTWAY,07/17/2004,1640,34.75,-76.56667,34.8,-76.56667,"Tornado moved across Otway damaging several homes with many trees down.","",21
5419508,SCOTLAND CO.,OLD HUNDRED,08/12/2004,1340,Tornado, ,F1,0,0,0,0,NC,EST, ,1178813,C,165,RAH,0,0,TRAINED SPOTTER, ,6,50, , , , ,OLD HUNDRED,08/12/2004,1350,34.81667,-79.58333,34.88333,-79.45,"A tornado touched down near Old Hundred and traveled northeast to Silver Hill.  Trees were blown down in Old Hundred, and damage was sustained to a shed roof and to the ceiling and roof of the school bus garage at a Scotland County Schools department of transportation site on McFarland Road.  A mobile home was shifted off its foundation near Sneads Grove. Trees and power lines were blown down in Silver Hill.","",22
5419556,HARNETT CO.,PINEVIEW,08/12/2004,1447,Tornado, ,F1,0,4,0,0,NC,EST, ,1178813,C,85,RAH,0,0,NWS STORM SURVEY, ,3,100,2,SW,1,NE,PINEVIEW,08/12/2004,1453,35.30,-79.11667,35.33,-79.06667,"A tornado touched down near the intersection of Highways 24 and 27, south of Pineview.  The tornado moved across Heritage Park Subdivision and the Carolina Lakes Golf Course.  Three mobile homes were blown off their foundations and were destroyed in and around Heritage Park.  An additional two dozen homes sustained minor damage to siding, windows and shingles. The Spout Springs Presbyterian Church was also partially destroyed.  In all, 120 buildings had minor damage, 23 had major damage, and 11 were condemned; of those 11, nine were completely destroyed.  Four people were reported injured, three of which occurred in one of the mobile homes blown off its foundation.","",23
5419659,ROCKINGHAM CO.,MAYFIELD,08/12/2004,1525,Tornado, ,F1,0,0,0,0,NC,EST, ,1178823,C,157,RNK,0,0,NWS STORM SURVEY, ,0,20,2,E,2,E,MAYFIELD,08/12/2004,1525,36.52,-79.53333,36.52,-79.53333,"","A line of thunderstorms produced primarily straight line wind damage as it progressed through Rockingham then Caswell Cos.   Numerous trees were downed, homes and outbuildings were damaged, and three mobile homes were destroyed. At a seperation in this line, an F1 tornado east of Mayfield was produced.  This tornado descended through a yard downing and topping several trees and destroyed the roof, walls, and carport of a house.

Very heavy rainfall from this line of storms prompted flooding in mainly western parts of the county.  Water covered roads at the intersection of Route 220 and Route 65 due to ditches overflowing.  A spotter in Stoneville measured 3.8 inches during the event.",24
5418859,PENDER CO.,ROCKY PT,08/13/2004,255,Tornado, ,F2,3,29,1300000,0,NC,EST, ,1178556,C,141,ILM,0,0,NWS STORM SURVEY, ,5,500,2,S,2,S,ROCKY PT,08/13/2004,320,34.4,-77.88333,34.46667,-77.83333,"The remnants of Tropical Storm Bonnie produced a tornado that touched down just south of Rocky Point and moved northeast, causing F0-F2 damage.  Damage (F0) was first observed near West Strawberry Lane, with roof damage to a couple of structures.   The tornado crossed I-40, just southeast of Rocky Point.  It then tracked across Martin Marietta Access Road, causing f0-f1 tree damage.  The tornado intensified to f1-f2 as it moved into a small community along Hwy 210.  Significant damage occurred on Clayton Lane, Nixon Avenue, and Pickett Road.  The tornado reached peak intensity as it moved across Cart Wheel Road, where several homes were completely leveled.  It continued to track northeast, with F1 tree damage.  The tornado crossed the Northeast Cape Fear River and finally dissipated near Shaw Highway, approximately one mile north of Hwy 210.  The following is a summary of damage from Pender County Emergency Management.  

     17 homes destroyed
     25 other homes suffered major damage
     34 other homes suffered minor damage
     2 businesses suffered major damage
     1 business suffered minor damage","",25
5421501,ONSLOW CO.,RICHLANDS,08/13/2004,411,Tornado, ,F0,0,0,25000,0,NC,EST, ,1179723,C,133,MHX,0,0,EMERGENCY MANAGER, ,.1,30, , , , ,RICHLANDS,08/13/2004,411,34.9,-77.53333,34.9,-77.53333,"Emergency Manager reported a brief tornado touchdown damaging a home in Richlands.","",26
5421502,CARTERET CO.,STELLA,08/13/2004,453,Tornado, ,F1,0,3,284000,0,NC,EST, ,1179723,C,31,MHX,0,0,LAW ENFORCEMENT, ,.3,20, , , , ,STELLA,08/13/2004,455,34.76667,-77.15,34.76667,-77.15,"Law enforcement reported several trailers overturned and destroyed with three minor injuries at the White Oak Camp in Stella.","",27
5421503,BEAUFORT CO.,BATH,08/13/2004,600,Tornado, ,F1,0,0,100000,0,NC,EST, ,1179723,C,13,MHX,0,0,EMERGENCY MANAGER, ,2,30, , , , ,BATH,08/13/2004,605,35.48333,-76.81667,35.48333,-76.81667,"Emergency Manager reported 24 homes and a church sustained damage from a weak tornado which was on the ground for two miles.","",28
5421570,ONSLOW CO.,JACKSONVILLE,08/14/2004,1230,Tornado, ,F0,0,0,10000,0,NC,EST, ,1179724,C,133,MHX,0,0,EMERGENCY MANAGER, ,.1,20, , , , ,JACKSONVILLE,08/14/2004,1230,34.75,-77.41667,34.75,-77.41667,"Emergency Manager reported minor structural damage at the Beachman Apartments south of Highway 17.","Tropical Storm Charley moved northeast across the Coastal Plains of Eastern North Carolina during the afternoon hours on August 14th. Onslow county received the most damage, with estimates over 5 million dollars, as winds gusted to near hurricane force toppling trees and power lines with structural damage to homes and businesses. Winds gusted from 60-70 mph across Inland areas near the center of the storm resulting in wind damage to structures, and damage to crops reaching into the millions. Winds gusted from 40 to 50 mph across locations across Eastern North Carolina  with minor wind damage reported. Storm surge values were highest along the Onslow County coastline where a 2 to 3 foot surge was estimated, and 8 foot waves caused minor beach erosion along the south facing beaches. Water levels rose up to 2 feet across the lower reaches of the Neuse and the Pamlico Rivers, and across the Outer Banks. Storm total rainfall, estimated between 4 to 6 inches, occurred across a large part of the area resulting in freshwater flooding in 7 counties across the Coastal Plains. Five weak tornadoes were reported across the area associated with Charley with damage reported. The most significant damage related to a tornado occurred along the Outer Banks in Nags Head.",29
5421571,HYDE CO.,ROSE BAY,08/14/2004,1440,Tornado, ,F0,0,0,0,0,NC,EST, ,1179724,C,95,MHX,0,0,LAW ENFORCEMENT, ,.2,20, , , , ,ROSE BAY,08/14/2004,1440,35.46667,-76.38333,35.46667,-76.38333,"Law enforcement reported several waterspouts, one of which moved onshore as a weak tornado.","Tropical Storm Charley moved northeast across the Coastal Plains of Eastern North Carolina during the afternoon hours on August 14th. Onslow county received the most damage, with estimates over 5 million dollars, as winds gusted to near hurricane force toppling trees and power lines with structural damage to homes and businesses. Winds gusted from 60-70 mph across Inland areas near the center of the storm resulting in wind damage to structures, and damage to crops reaching into the millions. Winds gusted from 40 to 50 mph across locations across Eastern North Carolina  with minor wind damage reported. Storm surge values were highest along the Onslow County coastline where a 2 to 3 foot surge was estimated, and 8 foot waves caused minor beach erosion along the south facing beaches. Water levels rose up to 2 feet across the lower reaches of the Neuse and the Pamlico Rivers, and across the Outer Banks. Storm total rainfall, estimated between 4 to 6 inches, occurred across a large part of the area resulting in freshwater flooding in 7 counties across the Coastal Plains. Five weak tornadoes were reported across the area associated with Charley with damage reported. The most significant damage related to a tornado occurred along the Outer Banks in Nags Head.",30
5421572,PITT CO.,WINTERVILLE,08/14/2004,1500,Tornado, ,F0,0,0,10000,0,NC,EST, ,1179724,C,147,MHX,0,0,BROADCAST MEDIA, ,.1,20,2,E,2,E,WINTERVILLE,08/14/2004,1500,35.53333,-77.38333,35.53333,-77.38333,"Minor damage to several structures with trees down.","Tropical Storm Charley moved northeast across the Coastal Plains of Eastern North Carolina during the afternoon hours on August 14th. Onslow county received the most damage, with estimates over 5 million dollars, as winds gusted to near hurricane force toppling trees and power lines with structural damage to homes and businesses. Winds gusted from 60-70 mph across Inland areas near the center of the storm resulting in wind damage to structures, and damage to crops reaching into the millions. Winds gusted from 40 to 50 mph across locations across Eastern North Carolina  with minor wind damage reported. Storm surge values were highest along the Onslow County coastline where a 2 to 3 foot surge was estimated, and 8 foot waves caused minor beach erosion along the south facing beaches. Water levels rose up to 2 feet across the lower reaches of the Neuse and the Pamlico Rivers, and across the Outer Banks. Storm total rainfall, estimated between 4 to 6 inches, occurred across a large part of the area resulting in freshwater flooding in 7 counties across the Coastal Plains. Five weak tornadoes were reported across the area associated with Charley with damage reported. The most significant damage related to a tornado occurred along the Outer Banks in Nags Head.",31
5421573,TYRRELL CO.,COLUMBIA,08/14/2004,1515,Tornado, ,F0,0,0,15000,0,NC,EST, ,1179724,C,177,MHX,0,0,EMERGENCY MANAGER, ,.1,20, , , , ,COLUMBIA,08/14/2004,1515,35.91667,-76.25,35.91667,-76.25,"Numerous trees down with a tree on a mobile home. Outbuilding damaged in Cross Landing west of Highway 94.","Tropical Storm Charley moved northeast across the Coastal Plains of Eastern North Carolina during the afternoon hours on August 14th. Onslow county received the most damage, with estimates over 5 million dollars, as winds gusted to near hurricane force toppling trees and power lines with structural damage to homes and businesses. Winds gusted from 60-70 mph across Inland areas near the center of the storm resulting in wind damage to structures, and damage to crops reaching into the millions. Winds gusted from 40 to 50 mph across locations across Eastern North Carolina  with minor wind damage reported. Storm surge values were highest along the Onslow County coastline where a 2 to 3 foot surge was estimated, and 8 foot waves caused minor beach erosion along the south facing beaches. Water levels rose up to 2 feet across the lower reaches of the Neuse and the Pamlico Rivers, and across the Outer Banks. Storm total rainfall, estimated between 4 to 6 inches, occurred across a large part of the area resulting in freshwater flooding in 7 counties across the Coastal Plains. Five weak tornadoes were reported across the area associated with Charley with damage reported. The most significant damage related to a tornado occurred along the Outer Banks in Nags Head.",32
5421574,DARE CO.,NAGS HEAD,08/14/2004,1715,Tornado, ,F1,0,0,225000,0,NC,EST, ,1179724,C,55,MHX,0,0,EMERGENCY MANAGER, ,.2,30, , , , ,NAGS HEAD,08/14/2004,1717,35.95,-75.61667,35.95,-75.61667,"Twenty structures were damaged in Nags Head on the Outer Banks.","Tropical Storm Charley moved northeast across the Coastal Plains of Eastern North Carolina during the afternoon hours on August 14th. Onslow county received the most damage, with estimates over 5 million dollars, as winds gusted to near hurricane force toppling trees and power lines with structural damage to homes and businesses. Winds gusted from 60-70 mph across Inland areas near the center of the storm resulting in wind damage to structures, and damage to crops reaching into the millions. Winds gusted from 40 to 50 mph across locations across Eastern North Carolina  with minor wind damage reported. Storm surge values were highest along the Onslow County coastline where a 2 to 3 foot surge was estimated, and 8 foot waves caused minor beach erosion along the south facing beaches. Water levels rose up to 2 feet across the lower reaches of the Neuse and the Pamlico Rivers, and across the Outer Banks. Storm total rainfall, estimated between 4 to 6 inches, occurred across a large part of the area resulting in freshwater flooding in 7 counties across the Coastal Plains. Five weak tornadoes were reported across the area associated with Charley with damage reported. The most significant damage related to a tornado occurred along the Outer Banks in Nags Head.",33
5421575,CARTERET CO.,HARLOWE,08/15/2004,1323,Tornado, ,F0,0,0,0,0,NC,EST, ,1179725,C,31,MHX,0,0,GENERAL PUBLIC, ,.1,20, , , , ,HARLOWE,08/15/2004,1325,34.83333,-76.75,34.83333,-76.75,"","",34
5421576,CRAVEN CO.,NORTH HARLOWE,08/15/2004,1325,Tornado, ,F0,0,0,0,0,NC,EST, ,1179725,C,49,MHX,0,0,GENERAL PUBLIC, ,.1,20, , , , ,NORTH HARLOWE,08/15/2004,1325,34.85,-76.76667,34.85,-76.76667,"Weak tornado moved from Harlowe in Carteret County to North Harlowe in southern Craven County with no damage reported.","",35
5419642,SCOTLAND CO.,LAURINBURG,08/29/2004,910,Tornado, ,F0,0,0,0,0,NC,EST, ,1178817,C,165,RAH,0,0,EMERGENCY MANAGER, ,.5,20,1,S,1,S,LAURINBURG,08/29/2004,912,34.75,-79.45,34.75,-79.45,"A tornado touched down just south of Laurinburg.  Part of a roof was blown off of a house, and shingles were torn off of several other homes.  Several pine trees were snapped.","",36
5419644,HARNETT CO.,ANDERSON CREEK,08/29/2004,1145,Tornado, ,F0,0,0,0,0,NC,EST, ,1178817,C,85,RAH,0,0,LAW ENFORCEMENT, ,.5,20, , , , ,ANDERSON CREEK,08/29/2004,1147,35.28333,-78.93333,35.28333,-78.93333,"A tornado touched down near Anderson Creek, snapping a couple of trees.","",37
5419643,HOKE CO.,RAEFORD,08/29/2004,1425,Tornado, ,F0,0,0,0,0,NC,EST, ,1178817,C,93,RAH,0,0,BROADCAST MEDIA, ,1,50,2,E,2,E,RAEFORD,08/29/2004,1430,34.98333,-79.18333,34.98333,-79.18333,"A tornado touched down in the Hillcrest area on Pittman Grove Church Road.  Four houses sustained structural damage, and trees were blown down.","",38
5422864,MECKLENBURG CO.,CHARLOTTE,09/07/2004,1045,Tornado, ,F2,0,0,150000,0,NC,EST, ,1180291,C,119,GSP,0,0,EMERGENCY MANAGER, ,2,200,14,SW,13,SW,CHARLOTTE,09/07/2004,1048,35.07,-81.03333,35.10,-81.01667,"This tornado moved north from South Carolina, and produced widespread damage to trees and power lines along its 2-mile path across the southwest corner of Mecklenburg County. The roof of a well-constructed home was blown off, and several other homes incurred shingle damage. A sheet of wallboard was torn off a garage wall and blown away. There was additional damage to automobiles and homes due to fallen trees.","",39
5422266,COLUMBUS CO.,CERRO GORDO,09/07/2004,1238,Tornado, ,F1,0,0,700000,0,NC,EST, ,1180243,C,47,ILM,0,0,NWS STORM SURVEY, ,7,40,2,ESE,2,ESE,CERRO GORDO,09/07/2004,1305,34.3,-78.88333,34.43333,-78.93333,"Tornado touched down near Old Steak Rd and moved north through Evergreen.  The tornado caused spotty damage as it continue to Boardman, and then crossed into Robeson county.  Three homes/businesses were destroyed, with four damaged.","",40
5423729,ROBESON CO.,ORRUM,09/07/2004,1305,Tornado, ,F0,0,0,0,0,NC,EST, ,1180281,C,155,ILM,0,0,NWS STORM SURVEY, ,3,30,4,SW,4,SW,ORRUM,09/07/2004,1317,34.43333,-79.06667,34.48333,-78.98333,"A tornado crossed into Robeson county from Columbus county with spotty tree damage, finally dissipating east of Proctorville.","",41
5423809,ANSON CO.,MORVEN,09/07/2004,1324,Tornado, ,F1,0,0,0,0,NC,EST, ,1180524,C,7,RAH,0,0,EMERGENCY MANAGER, ,2,75,1,NE,1,NE,MORVEN,09/07/2004,1330,34.95,-79.11667,34.95,-79.11667,"A tornado touched down just northeast of Morven along Highway 145.  Trees and power lines were blown down along the road and two turkey barns were destroyed, with thousands of turkeys killed.  The damage was generally contained to an area off Highway 145, Diggs Road and Old NC 85.","",42
5422269,ROBESON CO.,LUMBERTON,09/07/2004,1347,Tornado, ,F0,0,0,0,0,NC,EST, ,1180246,C,155,ILM,0,0,LAW ENFORCEMENT, ,.1,25, , , , ,LUMBERTON,09/07/2004,1348,34.61667,-79,34.61667,-79,"Law enforcement reported a brief touchdown.  No damage was observed.","",43
5422271,ROBESON CO.,MARIETTA,09/07/2004,1453,Tornado, ,F1,0,0,200000,0,NC,EST, ,1180248,C,155,ILM,0,0,NWS STORM SURVEY, ,4.2,40,2,NW,2,NW,MARIETTA,09/07/2004,1459,34.38333,-79.13333,34.43333,-79.18333,"Tornado downed many trees and caused damage to four homes, with one shed destroyed.","",44
5423232,HOKE CO.,ARABIA,09/07/2004,1456,Tornado, ,F0,0,0,0,0,NC,EST, ,1180524,C,93,RAH,0,0,TRAINED SPOTTER, ,.5,25, , , , ,ARABIA,09/07/2004,1458,34.88333,-79.98333,34.9,-79.96667,"A tornado briefly touched down near Arabia.","",45
5422274,ROBESON CO.,MARIETTA,09/07/2004,1710,Tornado, ,F0,0,0,3000,0,NC,EST, ,1180251,C,155,ILM,0,0,NWS STORM SURVEY, ,1.6,40,3,ENE,3,ENE,MARIETTA,09/07/2004,1716,34.38333,-79.06667,34.4,-79.08333,"Tornado snapped trees and destroyed a shed.","",46
5423233,HOKE CO.,ROCKFISH,09/08/2004,355,Tornado, ,F0,0,0,0,0,NC,EST, ,1180524,C,93,RAH,0,0,LAW ENFORCEMENT, ,.5,50,2,N,2,N,ROCKFISH,09/08/2004,358,35.02,-79.21667,35.02,-79.21667,"A tornado touched down on Ray Road just north of Rockfish.  Numerous trees were blown down, damaging a roof to a house and destroying one car.","",47
5424000,NORTHAMPTON CO.,JACKSON,09/08/2004,730,Tornado, ,F0,0,0,5000,0,NC,EST, ,1181006,C,131,AKQ,0,0,EMERGENCY MANAGER, ,3,100,1,NW,1,NW,JACKSON,09/08/2004,730,36.42,-77.43333,36.42,-77.43333,"F0 tornado had non-continuous path length of 3 miles and path width of 100 yards. Approximately 3 touchdowns with some tree damage, roof damage to one home, and storage trailer picked up and turned over.","",48
5423810,MOORE CO.,VASS,09/08/2004,1025,Tornado, ,F0,0,0,0,0,NC,EST, ,1180524,C,125,RAH,0,0,LAW ENFORCEMENT, ,.5,25,4,E,4,E,VASS,09/08/2004,1028,35.01667,-79.06667,35.01667,-79.06667,"A tornado touched down briefly just northwest of Woodlake near Line Road.","",49
5423811,LEE CO.,WHITE HILL,09/08/2004,1030,Tornado, ,F0,0,0,0,0,NC,EST, ,1180524,C,105,RAH,0,0,TRAINED SPOTTER, ,.5,50, , , , ,WHITE HILL,09/08/2004,1033, , , , ,"A tornado touched down along South Plank Road on the Moore/Lee County Line, damaging the roof on a home.","",50
5423812,ORANGE CO.,CARRBORO,09/08/2004,1145,Tornado, ,F0,0,0,0,0,NC,EST, ,1180524,C,135,RAH,0,0,LAW ENFORCEMENT, ,.5,25,1,N,1,N,CARRBORO,09/08/2004,1147, , , , ,"A tornado touched down briefly just north of Carrboro.","",51
5423813,HARNETT CO.,PINEVIEW,09/08/2004,1220,Tornado, ,F0,0,0,0,0,NC,EST, ,1180524,C,85,RAH,0,0,GENERAL PUBLIC, ,.5,25,3,NE,3,NE,PINEVIEW,09/08/2004,1223, , , , ,"A tornado touched down briefly near Barbecue, removing the tops of a few trees.","",52
5422277,BRUNSWICK CO.,SOUTHPORT,09/10/2004,1428,Tornado, ,F0,0,0,0,0,NC,EST, ,1180254,C,19,ILM,0,0,LAW ENFORCEMENT, ,0,30,3,N,3,N,SOUTHPORT,09/10/2004,1433,33.96667,-78.03333,33.96667,-78.03333,"Deputy sherriff reported two nearly stationary tornadoes.  No damage was noted.","",53
5424962,BRUNSWICK CO.,LONG BEACH,09/10/2004,1445,Tornado, ,F0,0,0,0,0,NC,EST, ,1180255,C,19,ILM,0,0,AMATEUR RADIO, ,.2,25,3,NE,3,NE,LONG BEACH,09/10/2004,1447,33.93333,-78.1,33.93333,-78.1,"Ham radio operator relayed a report of a tornado just southwest of St James Plantation.  No damage was reported.","",54
5422951,CLEVELAND CO.,WACO,09/17/2004,505,Tornado, ,F0,0,0,50000,0,NC,EST, ,1180309,C,45,GSP,0,0,EMERGENCY MANAGER, ,.9,40, , , , ,WACO,09/17/2004,506,35.36667,-81.43333,35.36667,-81.43333,"This brief tornado blew down numerous trees and power lines along Hatcher and Costner Roads in the town of Waco. Some trees fell on vehicles and homes. Roofs were blown off of a barn and a chicken house. The metal roof of a porch was also blown off. In addition, 2 power poles and a street light were snapped.","",55
